index,year,areakm,municipality,geocode_ibge,deforestation_increment(areakm),state,gdp,gdp_per_capita
0,2008,1029.568595,Acrelandia,1200013,23.66708651,Acre,88512.133,7384.01
1,2009,1042.506828,Acrelandia,1200013,12.93823347,Acre,94179.964,7693.81
2,2010,1053.838906,Acrelandia,1200013,11.33207791,Acre,121914.728,9723.62
3,2011,1069.777544,Acrelandia,1200013,15.93863757,Acre,142760.793,11171.52
4,2012,1073.942261,Acrelandia,1200013,4.164717505,Acre,162198.825,12466.28
5,2013,1083.417818,Acrelandia,1200013,9.475556251,Acre,214652.031,16075.19
6,2014,1102.31459,Acrelandia,1200013,18.89677268,Acre,207821.757,15266.42
7,2015,1117.076392,Acrelandia,1200013,14.76180228,Acre,212961.188,15355.19
8,2016,1140.882083,Acrelandia,1200013,23.80569058,Acre,239609.967,16969.54
9,2017,1146.592988,Acrelandia,1200013,5.710904951,Acre,229643.528,15985.21
10,2018,1168.37741,Acrelandia,1200013,21.784422,Acre,253137.88,16853.39
11,2019,1188.265357,Acrelandia,1200013,19.88794714,Acre,253152.074,16593.61
12,2020,1201.202913,Acrelandia,1200013,12.93755576,Acre,302444.572,19525.15
13,2021,1239.468225,Acrelandia,1200013,38.2653123,Acre,310119.4738,20412.24577
14,2022,1257.97085,Acrelandia,1200013,18.5026251,Acre,326697.0971,21338.57824
16,2008,238.3622482,Assis Brasil,1200054,3.419526435,Acre,33614.179,6046.8
17,2009,239.9629472,Assis Brasil,1200054,1.600698997,Acre,35411.794,6254.29
18,2010,243.7367217,Assis Brasil,1200054,3.773774518,Acre,42017.446,6916.45
19,2011,246.5561055,Assis Brasil,1200054,2.819383797,Acre,46580.849,7522.75
20,2012,248.9548551,Assis Brasil,1200054,2.398749568,Acre,52805.468,8371.19
21,2013,253.758633,Assis Brasil,1200054,4.803777966,Acre,64601.577,9969.38
22,2014,261.4341013,Assis Brasil,1200054,7.675468221,Acre,73332.349,11094.15
23,2015,267.3733798,Assis Brasil,1200054,5.939278573,Acre,77234.378,11462.51
24,2016,270.2673296,Assis Brasil,1200054,2.893949749,Acre,85321.5,12432.1
25,2017,276.6585871,Assis Brasil,1200054,6.391257472,Acre,91742.513,13132.34
26,2018,284.5844524,Assis Brasil,1200054,7.925865348,Acre,89874.821,12311.62
27,2019,305.7283412,Assis Brasil,1200054,21.14388883,Acre,92705.198,12499.02
28,2020,323.9031509,Assis Brasil,1200054,18.17480965,Acre,96920.325,12864.39
29,2021,341.5530147,Assis Brasil,1200054,17.64986377,Acre,109046.4633,14688.75269
30,2022,347.4494099,Assis Brasil,1200054,5.89639528,Acre,114930.4373,15348.93725
32,2008,1215.813209,Brasileia,1200104,12.6633827,Acre,135315.628,6824.13
33,2009,1224.030774,Brasileia,1200104,8.217565015,Acre,159563.855,7884.37
34,2010,1235.985785,Brasileia,1200104,11.95501053,Acre,190698.905,8895.37
35,2011,1250.50481,Brasileia,1200104,14.51902502,Acre,203478.794,9318.07
36,2012,1263.392876,Brasileia,1200104,12.88806606,Acre,238704.357,10722.98
37,2013,1280.587135,Brasileia,1200104,17.19425874,Acre,294874.249,12877.17
38,2014,1314.011114,Brasileia,1200104,33.42397911,Acre,340917.293,14582.83
39,2015,1336.071478,Brasileia,1200104,22.06036419,Acre,388113.503,16273.79
40,2016,1353.785923,Brasileia,1200104,17.714445,Acre,388520.916,15981.28
41,2017,1376.912525,Brasileia,1200104,23.12660225,Acre,388018.337,15668.01
42,2018,1397.999662,Brasileia,1200104,21.08713643,Acre,439547.453,17005.09
43,2019,1456.610319,Brasileia,1200104,58.61065735,Acre,454008.757,17277.14
44,2020,1496.731387,Brasileia,1200104,40.12106795,Acre,480141.671,17981.49
45,2021,1557.930224,Brasileia,1200104,61.19883739,Acre,526418.2076,20072.82192
46,2022,1580.943572,Brasileia,1200104,23.01334777,Acre,556544.9436,21058.04132
48,2008,1132.728016,Bujari,1200138,15.77207995,Acre,58875.891,8728.82
49,2009,1140.349253,Bujari,1200138,7.62123702,Acre,61524.614,9085.15
50,2010,1148.60934,Bujari,1200138,8.260086475,Acre,86264.957,10179.96
51,2011,1158.175508,Bujari,1200138,9.566167963,Acre,102702.423,11902.01
52,2012,1168.282315,Bujari,1200138,10.10680741,Acre,107913.953,12288.08
53,2013,1176.657192,Bujari,1200138,8.374876486,Acre,120210.1,13352.23
54,2014,1185.642207,Bujari,1200138,8.985015685,Acre,129894.66,14160.54
55,2015,1194.999181,Bujari,1200138,9.356973416,Acre,147867.687,15833.35
56,2016,1212.286185,Bujari,1200138,17.28700459,Acre,159695.867,16804.78
57,2017,1219.916083,Bujari,1200138,7.629898078,Acre,158301.257,16380.51
58,2018,1233.628477,Bujari,1200138,13.71239319,Acre,158190.666,15645.4
59,2019,1259.683075,Bujari,1200138,26.05459833,Acre,159100.003,15497.76
60,2020,1277.334581,Bujari,1200138,17.65150598,Acre,183817.593,17640.84
61,2021,1303.134627,Bujari,1200138,25.80004563,Acre,195844.8943,18744.06962
62,2022,1340.344969,Bujari,1200138,37.21034201,Acre,205862.74,19471.25066
64,2008,812.5568119,Capixaba,1200179,8.829852107,Acre,62789.796,7057.41
65,2009,816.3439379,Capixaba,1200179,3.787125957,Acre,73182.926,7880.15
66,2010,820.0924923,Capixaba,1200179,3.748554357,Acre,108531.092,12319.08
67,2011,829.5493965,Capixaba,1200179,9.456904232,Acre,116148.746,12780.45
68,2012,844.6618035,Capixaba,1200179,15.11240704,Acre,129648.559,13839.51
69,2013,850.4196611,Capixaba,1200179,5.757857578,Acre,158799.772,16144.75
70,2014,860.0380315,Capixaba,1200179,9.618370413,Acre,149067.266,14657.55
71,2015,866.1232143,Capixaba,1200179,6.085182787,Acre,160133.602,15253.72
72,2016,882.7691476,Capixaba,1200179,16.64593327,Acre,177480.418,16403
73,2017,894.3411517,Capixaba,1200179,11.57200417,Acre,170990.13,15354.72
74,2018,904.6083811,Capixaba,1200179,10.2672294,Acre,164238.307,14336.44
75,2019,932.3766796,Capixaba,1200179,27.76829846,Acre,152806.177,13023.62
76,2020,951.1775673,Capixaba,1200179,18.80088769,Acre,145317.747,12101.74
77,2021,980.5730979,Capixaba,1200179,29.39553061,Acre,189073.2153,16089.06962
78,2022,1012.550398,Capixaba,1200179,31.97729972,Acre,196642.6357,16506.71538
80,2008,928.4086923,Cruzeiro do Sul,1200203,11.02472999,Acre,598082.655,7829.13
81,2009,932.6533123,Cruzeiro do Sul,1200203,4.24461999,Acre,681822.009,8854.37
82,2010,954.837996,Cruzeiro do Sul,1200203,22.18468367,Acre,771040.223,9829.18
83,2011,967.5291298,Cruzeiro do Sul,1200203,12.69113383,Acre,758483.344,9579.95
84,2012,976.9874202,Cruzeiro do Sul,1200203,9.458290394,Acre,838656.593,10506.98
85,2013,982.4624696,Cruzeiro do Sul,1200203,5.47504946,Acre,969784.2,12065.44
86,2014,993.1117008,Cruzeiro do Sul,1200203,10.64923114,Acre,1150664.391,14213.98
87,2015,996.546114,Cruzeiro do Sul,1200203,3.434413195,Acre,1060535.994,13009.68
88,2016,1005.809149,Cruzeiro do Sul,1200203,9.263035266,Acre,1223339.766,14905.14
89,2017,1015.257344,Cruzeiro do Sul,1200203,9.448194558,Acre,1287867.305,15587.46
90,2018,1033.319381,Cruzeiro do Sul,1200203,18.06203683,Acre,1401490.007,15985.42
91,2019,1058.531584,Cruzeiro do Sul,1200203,25.21220374,Acre,1439759.839,16291.3
92,2020,1100.999595,Cruzeiro do Sul,1200203,42.46801078,Acre,1516380.786,17024.21
93,2021,1134.568686,Cruzeiro do Sul,1200203,33.56909102,Acre,1602513.897,18311.83308
94,2022,1176.570246,Cruzeiro do Sul,1200203,42.0015598,Acre,1680918.002,19107.12527
96,2008,789.7339643,Epitaciolandia,1200252,4.337023082,Acre,128587.676,9211.15
97,2009,793.9496224,Epitaciolandia,1200252,4.215658157,Acre,134227.732,9436.71
98,2010,797.7016822,Epitaciolandia,1200252,3.752059736,Acre,144997.034,9585.95
99,2011,804.8107917,Epitaciolandia,1200252,7.109109557,Acre,159664.119,10371.84
100,2012,817.1412711,Epitaciolandia,1200252,12.33047934,Acre,185760.682,11847.74
101,2013,823.5451674,Epitaciolandia,1200252,6.403896371,Acre,268086.785,16652.39
102,2014,832.4584396,Epitaciolandia,1200252,8.913272113,Acre,257492.019,15684.47
103,2015,842.1990127,Epitaciolandia,1200252,9.740573174,Acre,276369.996,16518.44
104,2016,849.5056794,Epitaciolandia,1200252,7.306666616,Acre,412260.914,24196.56
105,2017,855.0522354,Epitaciolandia,1200252,5.546556043,Acre,435952.448,25141.43
106,2018,863.0400385,Epitaciolandia,1200252,7.987803144,Acre,440176.768,24289.64
107,2019,874.4144638,Epitaciolandia,1200252,11.37442528,Acre,422617.491,22954.62
108,2020,882.8617539,Epitaciolandia,1200252,8.447290107,Acre,432927.979,23156.18
109,2021,901.5129204,Epitaciolandia,1200252,18.6511665,Acre,505273.1345,27578.50731
110,2022,908.7290688,Epitaciolandia,1200252,7.216148372,Acre,536805.3225,29111.18286
112,2008,1260.219454,Feijo,1200302,27.154493,Acre,145959.812,4531.51
113,2009,1279.730405,Feijo,1200302,19.51095105,Acre,172903.918,5359.53
114,2010,1302.380444,Feijo,1200302,22.65003825,Acre,200520.809,6205.96
115,2011,1325.701386,Feijo,1200302,23.32094225,Acre,205064.709,6312.21
116,2012,1356.545868,Feijo,1200302,30.84448181,Acre,224521.304,6895.62
117,2013,1380.296454,Feijo,1200302,23.75058627,Acre,267202.958,8244.21
118,2014,1417.602797,Feijo,1200302,37.30634351,Acre,309503.316,9553.16
119,2015,1428.224167,Feijo,1200302,10.6213699,Acre,322418.442,9955.8
120,2016,1466.854605,Feijo,1200302,38.63043786,Acre,344517.67,10642.46
121,2017,1493.225975,Feijo,1200302,26.37136968,Acre,350879.778,10843.01
122,2018,1565.470678,Feijo,1200302,72.24470304,Acre,366051.586,10556.64
123,2019,1659.488141,Feijo,1200302,94.01746291,Acre,362489.642,10422.36
124,2020,1759.365268,Feijo,1200302,99.87712762,Acre,392930.964,11263.93
125,2021,1898.379363,Feijo,1200302,139.0140941,Acre,429017.7646,12595.45615
126,2022,2091.600047,Feijo,1200302,193.2206844,Acre,450031.677,13177.37407
128,2008,120.7148408,Jordao,1200328,7.231227457,Acre,35573.397,5617.15
129,2009,122.6030059,Jordao,1200328,1.888165129,Acre,38246.945,5866.1
130,2010,129.4059903,Jordao,1200328,6.802984354,Acre,41233.997,6313.58
131,2011,135.3922538,Jordao,1200328,5.986263534,Acre,45671.298,6776.16
132,2012,142.4222025,Jordao,1200328,7.029948728,Acre,52135.997,7558.13
133,2013,144.6407848,Jordao,1200328,2.218582231,Acre,58270.894,8153.2
134,2014,151.5471914,Jordao,1200328,6.90640658,Acre,70473.172,9614.35
135,2015,152.47482,Jordao,1200328,0.927628652,Acre,72755.286,9689.08
136,2016,154.616055,Jordao,1200328,2.141235037,Acre,73736.802,9594.9
137,2017,157.1023468,Jordao,1200328,2.486291766,Acre,78628.093,10006.12
138,2018,163.3761824,Jordao,1200328,6.273835565,Acre,78137.583,9576.86
139,2019,174.4215856,Jordao,1200328,11.04540318,Acre,82098.036,9871.11
140,2020,186.0728537,Jordao,1200328,11.65126817,Acre,84907.558,10020.96
141,2021,195.8159381,Jordao,1200328,9.743084412,Acre,93968.04877,11235.22038
142,2022,210.4878233,Jordao,1200328,14.67188511,Acre,98470.41774,11646.21121
144,2008,371.4291118,Mancio Lima,1200336,4.308356668,Acre,67171.501,4668.9
145,2009,372.7290916,Mancio Lima,1200336,1.29997985,Acre,80405.56,5442.37
146,2010,377.3819095,Mancio Lima,1200336,4.652817836,Acre,95418.696,6258.61
147,2011,389.0419858,Mancio Lima,1200336,11.6600763,Acre,104768.471,6735.79
148,2012,392.3324387,Mancio Lima,1200336,3.290452965,Acre,121765.921,7663.05
149,2013,394.9301577,Mancio Lima,1200336,2.597718953,Acre,150136.075,9149.06
150,2014,397.8990734,Mancio Lima,1200336,2.968915685,Acre,187729.055,11177.68
151,2015,400.1862309,Mancio Lima,1200336,2.287157502,Acre,179968.542,10479.74
152,2016,403.1744235,Mancio Lima,1200336,2.98819267,Acre,201077.109,11460.65
153,2017,405.0087838,Mancio Lima,1200336,1.834360251,Acre,194421.094,10855.45
154,2018,408.6614345,Mancio Lima,1200336,3.652650752,Acre,201048.035,10787
155,2019,420.7001958,Mancio Lima,1200336,12.03876128,Acre,205213.992,10813.83
156,2020,426.9171764,Mancio Lima,1200336,6.216980609,Acre,230863.331,11955.02
157,2021,437.613853,Mancio Lima,1200336,10.69667653,Acre,251003.7682,13264.10538
158,2022,447.4331829,Mancio Lima,1200336,9.819329948,Acre,264663.7858,13868.34956
160,2008,251.8476274,Manoel Urbano,1200344,4.903631724,Acre,43862.57,5923.37
161,2009,257.1738573,Manoel Urbano,1200344,5.326229848,Acre,50075.486,6672.28
162,2010,265.3688537,Manoel Urbano,1200344,8.194996385,Acre,55802.854,6984.96
163,2011,273.3836502,Manoel Urbano,1200344,8.014796525,Acre,59547.643,7347.03
164,2012,287.0641163,Manoel Urbano,1200344,13.68046608,Acre,66178.972,8047.05
165,2013,303.3990801,Manoel Urbano,1200344,16.33496384,Acre,80018.274,9541.89
166,2014,321.8587464,Manoel Urbano,1200344,18.45966625,Acre,94642.713,11116.13
167,2015,341.0271458,Manoel Urbano,1200344,19.16839944,Acre,118696.551,13736.44
168,2016,367.9440837,Manoel Urbano,1200344,26.91693794,Acre,128844.739,14699.91
169,2017,385.5269879,Manoel Urbano,1200344,17.5829042,Acre,135401.466,15237.62
170,2018,431.982569,Manoel Urbano,1200344,46.4555811,Acre,138288.104,14812.35
171,2019,463.6003012,Manoel Urbano,1200344,31.61773216,Acre,131636.951,13916.58
172,2020,517.6031726,Manoel Urbano,1200344,54.00287142,Acre,137419.629,14342.93
173,2021,559.1478095,Manoel Urbano,1200344,41.54463691,Acre,160442.0717,17076.05923
174,2022,647.4467159,Manoel Urbano,1200344,88.2989064,Acre,169731.4231,17950.89692
176,2008,194.5087265,Marechal Thaumaturgo,1200351,11.83866432,Acre,69573.869,5068.03
177,2009,194.5694741,Marechal Thaumaturgo,1200351,0.060747543,Acre,84039.106,5887.15
178,2010,216.5976146,Marechal Thaumaturgo,1200351,22.02814053,Acre,96004.931,6760.91
179,2011,227.4850072,Marechal Thaumaturgo,1200351,10.88739254,Acre,94955.685,6467.05
180,2012,231.1579754,Marechal Thaumaturgo,1200351,3.672968236,Acre,119708.986,7915.69
181,2013,233.3201443,Marechal Thaumaturgo,1200351,2.162168952,Acre,146338.843,9228.66
182,2014,242.1812674,Marechal Thaumaturgo,1200351,8.861123098,Acre,162375.221,9913.02
183,2015,242.6467583,Marechal Thaumaturgo,1200351,0.465490834,Acre,159653.563,9449.75
184,2016,245.2247234,Marechal Thaumaturgo,1200351,2.577965094,Acre,176111.583,10120.77
185,2017,247.8110071,Marechal Thaumaturgo,1200351,2.586283775,Acre,195343.534,10914.88
186,2018,251.8838276,Marechal Thaumaturgo,1200351,4.072820509,Acre,192055.023,10420.78
187,2019,265.5545327,Marechal Thaumaturgo,1200351,13.67070504,Acre,194429.667,10305.28
188,2020,294.2020566,Marechal Thaumaturgo,1200351,28.64752391,Acre,214546.835,11116.99
189,2021,300.5368424,Marechal Thaumaturgo,1200351,6.334785822,Acre,232444.1585,12236.02115
190,2022,300.6000202,Marechal Thaumaturgo,1200351,0.063177742,Acre,244714.8972,12736.01363
192,2008,1371.617895,Placido de Castro,1200385,3.260656658,Acre,107306.815,5987.77
193,2009,1382.078865,Placido de Castro,1200385,10.46097,Acre,119378.082,6546.65
194,2010,1387.772065,Placido de Castro,1200385,5.693200083,Acre,132632.661,7709.86
195,2011,1394.721912,Placido de Castro,1200385,6.949846876,Acre,152724.472,8776.76
196,2012,1398.589917,Placido de Castro,1200385,3.868005218,Acre,178793.175,10166.21
197,2013,1403.491625,Placido de Castro,1200385,4.901708045,Acre,199656.961,11219.83
198,2014,1410.879241,Placido de Castro,1200385,7.387615754,Acre,237006.302,13182.4
199,2015,1416.03345,Placido de Castro,1200385,5.154209178,Acre,252968.309,13930.74
200,2016,1423.890449,Placido de Castro,1200385,7.856998906,Acre,242577.797,13229.59
201,2017,1428.891741,Placido de Castro,1200385,5.001292345,Acre,241230.592,13032.45
202,2018,1440.753698,Placido de Castro,1200385,11.86195667,Acre,262260.816,13404.59
203,2019,1449.748147,Placido de Castro,1200385,8.9944493,Acre,276129.315,13973.45
204,2020,1458.032073,Placido de Castro,1200385,8.283925755,Acre,266954.39,13377.82
205,2021,1473.219623,Placido de Castro,1200385,15.18755032,Acre,309453.56,15959.00769
206,2022,1479.193027,Placido de Castro,1200385,5.973403218,Acre,324324.7314,16650.53495
208,2008,1197.844837,Porto Acre,1200807,8.209548269,Acre,89845.706,6278.96
209,2009,1204.143331,Porto Acre,1200807,6.298493604,Acre,101683.949,6925.76
210,2010,1216.10151,Porto Acre,1200807,11.95817966,Acre,114661.461,7744.26
211,2011,1232.262982,Porto Acre,1200807,16.16147187,Acre,124815.808,8204.55
212,2012,1244.99542,Porto Acre,1200807,12.73243763,Acre,143464.31,9235.5
213,2013,1248.768508,Porto Acre,1200807,3.773088171,Acre,172519.459,10762.96
214,2014,1259.058358,Porto Acre,1200807,10.28985018,Acre,203205.688,12393.61
215,2015,1267.004373,Porto Acre,1200807,7.946014423,Acre,211744.189,12636.16
216,2016,1282.331879,Porto Acre,1200807,15.32750631,Acre,220840.208,12906.33
217,2017,1291.043795,Porto Acre,1200807,8.711915947,Acre,229926.373,13169.5
218,2018,1303.515455,Porto Acre,1200807,12.47166001,Acre,234945.959,12923.32
219,2019,1326.488433,Porto Acre,1200807,22.97297858,Acre,226958.545,12265.38
220,2020,1346.003286,Porto Acre,1200807,19.5148527,Acre,243736.792,12948.19
221,2021,1377.50567,Porto Acre,1200807,31.50238407,Acre,276033.177,14935.70731
222,2022,1400.077361,Porto Acre,1200807,22.57169105,Acre,289990.1315,15548.56132
224,2008,153.5459574,Porto Walter,1200393,6.669094763,Acre,41812.435,4883.49
225,2009,154.5167599,Porto Walter,1200393,0.970802536,Acre,47912.489,5410.78
226,2010,167.8140682,Porto Walter,1200393,13.29730828,Acre,60317.594,6576.28
227,2011,178.3937846,Porto Walter,1200393,10.57971634,Acre,60554.094,6409.2
228,2012,184.060762,Porto Walter,1200393,5.666977433,Acre,67806.977,6982.49
229,2013,185.7099993,Porto Walter,1200393,1.649237354,Acre,82060.364,8090.34
230,2014,194.934296,Porto Walter,1200393,9.224296687,Acre,96499.277,9231.73
231,2015,196.41601,Porto Walter,1200393,1.481713946,Acre,97729.101,9083.47
232,2016,200.7149156,Porto Walter,1200393,4.298905631,Acre,107297.883,9702.31
233,2017,203.8014629,Porto Walter,1200393,3.08654732,Acre,112710.947,9927.86
234,2018,208.5372473,Porto Walter,1200393,4.73578441,Acre,112166.452,9570.52
235,2019,217.2550145,Porto Walter,1200393,8.717767197,Acre,118375.191,9879.42
236,2020,240.8305849,Porto Walter,1200393,23.57557039,Acre,130246.56,10640.19
237,2021,246.0925242,Porto Walter,1200393,5.261939278,Acre,138938.9818,11485.58731
238,2022,246.0925242,Porto Walter,1200393,0,Acre,146309.5027,11957.28571
240,2008,2409.073841,Rio Branco,1200401,28.8536499,Acre,3988385.366,13232.95
241,2009,2427.616377,Rio Branco,1200401,18.54253618,Acre,4681268.433,15300.56
242,2010,2447.556206,Rio Branco,1200401,19.93982906,Acre,5125851.32,15264.78
243,2011,2489.480444,Rio Branco,1200401,41.92423796,Acre,5516687.118,16116.57
244,2012,2517.323347,Rio Branco,1200401,27.84290321,Acre,6270618.95,18000.71
245,2013,2536.951931,Rio Branco,1200401,19.62858367,Acre,6807581.451,19058.5
246,2014,2569.828062,Rio Branco,1200401,32.8761311,Acre,8174771.036,22462.61
247,2015,2600.099128,Rio Branco,1200401,30.27106561,Acre,8258088.667,22286.03
248,2016,2652.47804,Rio Branco,1200401,52.37891257,Acre,7880432.108,20899.84
249,2017,2678.339392,Rio Branco,1200401,25.861352,Acre,8153153.066,21263.01
250,2018,2711.039032,Rio Branco,1200401,32.69963964,Acre,8911059.587,22213.51
251,2019,2791.038511,Rio Branco,1200401,79.99947851,Acre,9130748.81,22416.7
252,2020,2846.777316,Rio Branco,1200401,55.73880569,Acre,9579592.268,23171.69
253,2021,2944.406449,Rio Branco,1200401,97.6291329,Acre,10325826.31,25032.61885
254,2022,3062.655247,Rio Branco,1200401,118.2487976,Acre,10784699.98,25842.91099
256,2008,414.6145868,Rodrigues Alves,1200427,4.89551543,Acre,65175.431,5005.79
257,2009,417.1895544,Rodrigues Alves,1200427,2.574967659,Acre,80759.352,5999.95
258,2010,427.6118857,Rodrigues Alves,1200427,10.42233129,Acre,124221.492,8666.21
259,2011,432.3152299,Rodrigues Alves,1200427,4.703344181,Acre,114058.359,7690.02
260,2012,436.8197039,Rodrigues Alves,1200427,4.504473986,Acre,109580.841,7180.92
261,2013,440.5190671,Rodrigues Alves,1200427,3.699363184,Acre,152052.647,9522.34
262,2014,441.6532303,Rodrigues Alves,1200427,1.13416322,Acre,171504.882,10410.01
263,2015,444.0085867,Rodrigues Alves,1200427,2.355356359,Acre,166470.255,9807.37
264,2016,448.8006296,Rodrigues Alves,1200427,4.792042925,Acre,183718.895,10519.86
265,2017,454.1022105,Rodrigues Alves,1200427,5.301580902,Acre,185008.451,10309.75
266,2018,463.5751377,Rodrigues Alves,1200427,9.472927178,Acre,187067.601,10109.58
267,2019,476.1968048,Rodrigues Alves,1200427,12.62166714,Acre,190863.266,10082.58
268,2020,491.735464,Rodrigues Alves,1200427,15.53865917,Acre,202690.63,10474.43
269,2021,503.944763,Rodrigues Alves,1200427,12.20929899,Acre,225726.2845,11745.315
270,2022,527.2238347,Rodrigues Alves,1200427,23.27907174,Acre,236729.2471,12150.92253
272,2008,69.28136456,Santa Rosa do Purus,1200435,2.16501541,Acre,28787.951,6911.87
273,2009,71.15154702,Santa Rosa do Purus,1200435,1.870182455,Acre,30989.523,7110.95
274,2010,74.35606538,Santa Rosa do Purus,1200435,3.204518367,Acre,35855.183,7774.32
275,2011,77.23808774,Santa Rosa do Purus,1200435,2.882022355,Acre,35164.22,7207.26
276,2012,80.13757631,Santa Rosa do Purus,1200435,2.899488573,Acre,37656.721,7440.57
277,2013,81.37633444,Santa Rosa do Purus,1200435,1.238758127,Acre,45135.942,8398.95
278,2014,85.3073517,Santa Rosa do Purus,1200435,3.931017256,Acre,53394.842,9546.73
279,2015,87.55106134,Santa Rosa do Purus,1200435,2.243709647,Acre,57988.008,9982.44
280,2016,89.64850096,Santa Rosa do Purus,1200435,2.097439617,Acre,62132.408,10319.28
281,2017,92.04171414,Santa Rosa do Purus,1200435,2.393213178,Acre,71271.205,11440
282,2018,95.03515446,Santa Rosa do Purus,1200435,2.993440328,Acre,71761.095,11279.64
283,2019,102.0442591,Santa Rosa do Purus,1200435,7.009104635,Acre,79724.665,12190.32
284,2020,107.2064521,Santa Rosa do Purus,1200435,5.162193026,Acre,84136.949,12525.97
285,2021,111.3087363,Santa Rosa do Purus,1200435,4.10228421,Acre,87596.73712,12976.86385
286,2022,114.865099,Santa Rosa do Purus,1200435,3.556362706,Acre,92484.19723,13488.63231
288,2008,1539.251345,Sena Madureira,1200500,34.81033641,Acre,205498.198,5781.52
289,2009,1559.861962,Sena Madureira,1200500,20.61061665,Acre,225593.021,6237.71
290,2010,1596.88734,Sena Madureira,1200500,37.02537745,Acre,264528.129,6962.55
291,2011,1636.278868,Sena Madureira,1200500,39.3915288,Acre,282261.04,7291.87
292,2012,1674.730779,Sena Madureira,1200500,38.45191106,Acre,333670.776,8476.12
293,2013,1706.722218,Sena Madureira,1200500,31.99143849,Acre,426881.347,10589.7
294,2014,1759.078325,Sena Madureira,1200500,52.35610718,Acre,478780.891,11667.34
295,2015,1801.315556,Sena Madureira,1200500,42.23723067,Acre,462252.574,11071.92
296,2016,1857.339734,Sena Madureira,1200500,56.02417789,Acre,476245.563,11218.71
297,2017,1891.865037,Sena Madureira,1200500,34.5253033,Acre,500511.854,11602.31
298,2018,1940.141865,Sena Madureira,1200500,48.27682853,Acre,520297.883,11516.88
299,2019,2020.29889,Sena Madureira,1200500,80.15702483,Acre,539330.928,11763.46
300,2020,2093.302677,Sena Madureira,1200500,73.00378644,Acre,580934.603,12490.26
301,2021,2204.6148,Sena Madureira,1200500,111.3121236,Acre,631278.2245,13782.22808
302,2022,2310.419082,Sena Madureira,1200500,105.8042817,Acre,663254.3796,14359.13593
304,2008,1635.049574,Senador Guiomard,1200450,4.901995432,Acre,152765.808,7831.73
305,2009,1642.315017,Senador Guiomard,1200450,7.265443,Acre,163786.993,8315.33
306,2010,1646.169999,Senador Guiomard,1200450,3.854981458,Acre,184619.609,9160.9
307,2011,1653.166445,Senador Guiomard,1200450,6.996445995,Acre,228062.629,11186.67
308,2012,1655.580245,Senador Guiomard,1200450,2.413800333,Acre,256395.48,12453.64
309,2013,1659.72287,Senador Guiomard,1200450,4.142625085,Acre,290838.015,13983.27
310,2014,1663.707718,Senador Guiomard,1200450,3.984847609,Acre,325673.278,15514.16
311,2015,1668.59802,Senador Guiomard,1200450,4.890302251,Acre,337471.088,15931.97
312,2016,1677.704476,Senador Guiomard,1200450,9.106455678,Acre,325553.489,15234.85
313,2017,1682.382341,Senador Guiomard,1200450,4.677865772,Acre,359782.439,16693.69
314,2018,1690.548458,Senador Guiomard,1200450,8.166116572,Acre,371143.661,16271.09
315,2019,1697.190315,Senador Guiomard,1200450,6.641857034,Acre,360655.565,15664.33
316,2020,1707.041334,Senador Guiomard,1200450,9.851018886,Acre,357580.109,15389.06
317,2021,1727.215825,Senador Guiomard,1200450,20.17449118,Acre,421849.6047,18531.66538
318,2022,1744.081345,Senador Guiomard,1200450,16.86552007,Acre,441297.0409,19271.01659
320,2008,1342.099577,Tarauaca,1200609,36.85455015,Acre,176203.255,5280.61
321,2009,1357.526181,Tarauaca,1200609,15.42660402,Acre,193953.413,5724.21
322,2010,1382.505565,Tarauaca,1200609,24.97938343,Acre,227962.514,6416.78
323,2011,1401.741136,Tarauaca,1200609,19.23557082,Acre,264411.96,7307.02
324,2012,1430.571631,Tarauaca,1200609,28.83049587,Acre,292547.658,7957.67
325,2013,1444.507877,Tarauaca,1200609,13.93624561,Acre,335519.898,8930.29
326,2014,1480.932372,Tarauaca,1200609,36.42449538,Acre,387146.307,10134.45
327,2015,1484.754427,Tarauaca,1200609,3.822055028,Acre,398537.279,10266.55
328,2016,1498.182488,Tarauaca,1200609,13.42806028,Acre,424496.854,10766.65
329,2017,1513.041353,Tarauaca,1200609,14.858865,Acre,470854.008,11764.29
330,2018,1553.231987,Tarauaca,1200609,40.19063422,Acre,487947.902,11624.45
331,2019,1620.650339,Tarauaca,1200609,67.41835224,Acre,482623.794,11337.98
332,2020,1672.216609,Tarauaca,1200609,51.5662695,Acre,519834.242,12046.86
333,2021,1776.417353,Tarauaca,1200609,104.2007446,Acre,569823.0563,13420.71846
334,2022,1888.163048,Tarauaca,1200609,111.7456944,Acre,599995.1513,14024.14187
336,2008,1224.174094,Xapuri,1200708,22.98835675,Acre,86554.607,5829.38
337,2009,1231.173481,Xapuri,1200708,6.99938702,Acre,96912.241,6426.97
338,2010,1236.726162,Xapuri,1200708,5.552680538,Acre,117259.888,7321.42
339,2011,1251.483501,Xapuri,1200708,14.75733872,Acre,130867.184,7994.33
340,2012,1269.809019,Xapuri,1200708,18.32551849,Acre,147390.2,8858.12
341,2013,1280.542491,Xapuri,1200708,10.73347215,Acre,168708.324,9911.78
342,2014,1298.85818,Xapuri,1200708,18.31568903,Acre,196801.915,11364.67
343,2015,1316.4628,Xapuri,1200708,17.60461931,Acre,202843.597,11519.97
