index,year,areakm,municipality,geocode_ibge,deforestation_increment(areakm),state,gdp,gdp_per_capita
2062,2022,940.9742287,Candido Mendes,2102606,0,Maranhao,165790.3595,8209.949231
2064,2008,655.4503201,Carutapera,2102903,1.024590066,Maranhao,55538.714,2656.72
2065,2009,658.9255078,Carutapera,2102903,3.475187764,Maranhao,69187.94,3275.79
2066,2010,661.9734262,Carutapera,2102903,3.04791835,Maranhao,76065.517,3456.27
2067,2011,664.0433561,Carutapera,2102903,2.069929892,Maranhao,90336.702,4057.16
2068,2012,664.1368064,Carutapera,2102903,0.093450334,Maranhao,107453.973,4772.13
2069,2013,664.1368064,Carutapera,2102903,0,Maranhao,128702.177,5642.11
2070,2014,665.2854522,Carutapera,2102903,1.148645733,Maranhao,138625.326,6021.69
2071,2015,667.0116379,Carutapera,2102903,1.726185716,Maranhao,144878.734,6239.66
2072,2016,667.2763528,Carutapera,2102903,0.264714919,Maranhao,166658.824,7120.95
2073,2017,671.9913129,Carutapera,2102903,4.714960099,Maranhao,155305.524,6587.44
2074,2018,672.5518815,Carutapera,2102903,0.56056862,Maranhao,165980.949,7015.85
2075,2019,674.7352612,Carutapera,2102903,2.183379664,Maranhao,166571.82,6996.76
2076,2020,676.8123481,Carutapera,2102903,2.077086918,Maranhao,205403.908,8575.65
2077,2021,677.6916496,Carutapera,2102903,0.87930147,Maranhao,208334.0474,8695.351538
2078,2022,677.6916496,Carutapera,2102903,0,Maranhao,219736.6025,9141.74044
2080,2008,217.5339473,Cedral,2103109,0,Maranhao,22954.362,2266.65
2081,2009,217.5339473,Cedral,2103109,0,Maranhao,26932.934,2652.97
2082,2010,217.5339473,Cedral,2103109,0,Maranhao,29268.355,2841.59
2083,2011,217.5339473,Cedral,2103109,0,Maranhao,35341.564,3419.27
2084,2012,217.5339473,Cedral,2103109,0,Maranhao,41841.111,4033.27
2085,2013,217.5339473,Cedral,2103109,0,Maranhao,47178.436,4530.29
2086,2014,217.5339473,Cedral,2103109,0,Maranhao,53500.65,5127.04
2087,2015,217.5339473,Cedral,2103109,0,Maranhao,54388.222,5202.13
2088,2016,217.5339473,Cedral,2103109,0,Maranhao,57317.176,5472.85
2089,2017,217.5339473,Cedral,2103109,0,Maranhao,63704.412,6072.87
2090,2018,217.5339473,Cedral,2103109,0,Maranhao,67404,6324.86
2091,2019,217.5339473,Cedral,2103109,0,Maranhao,68654.502,6431.34
2092,2020,217.5339473,Cedral,2103109,0,Maranhao,70738.578,6615.41
2093,2021,217.5339473,Cedral,2103109,0,Maranhao,78829.03,7400.398846
2094,2022,217.5339473,Cedral,2103109,0,Maranhao,83065.87712,7787.372967
2096,2008,210.9188075,Central do Maranhao,2103125,0,Maranhao,17906.824,1976.03
2097,2009,210.9188075,Central do Maranhao,2103125,0,Maranhao,21088.844,2280.86
2098,2010,210.9188075,Central do Maranhao,2103125,0,Maranhao,21147.105,2647.36
2099,2011,210.9188075,Central do Maranhao,2103125,0,Maranhao,25404.025,3173.12
2100,2012,210.9188075,Central do Maranhao,2103125,0,Maranhao,26779.745,3298
2101,2013,210.9188075,Central do Maranhao,2103125,0,Maranhao,31287.269,3790.1
2102,2014,210.9188075,Central do Maranhao,2103125,0,Maranhao,35449.551,4243.42
2103,2015,210.9188075,Central do Maranhao,2103125,0,Maranhao,36429.136,4312.67
2104,2016,210.9188075,Central do Maranhao,2103125,0,Maranhao,43625.462,5111.96
2105,2017,210.9188075,Central do Maranhao,2103125,0,Maranhao,43714.367,5074.22
2106,2018,210.9188075,Central do Maranhao,2103125,0,Maranhao,48114.699,5592.13
2107,2019,210.9188075,Central do Maranhao,2103125,0,Maranhao,46820.99,5398.48
2108,2020,210.9188075,Central do Maranhao,2103125,0,Maranhao,46939.965,5370.71
2109,2021,210.9188075,Central do Maranhao,2103125,0,Maranhao,53611.93242,6235.660385
2110,2022,210.9188075,Central do Maranhao,2103125,0,Maranhao,56383.87901,6552.083736
2112,2008,2371.982685,Centro Novo do Maranhao,2103174,14.60384173,Maranhao,53082.446,3407.75
2113,2009,2451.240916,Centro Novo do Maranhao,2103174,79.25823101,Maranhao,54136.075,3455.2
2114,2010,2470.766872,Centro Novo do Maranhao,2103174,19.52595514,Maranhao,62407.202,3541.44
2115,2011,2500.16341,Centro Novo do Maranhao,2103174,29.39653791,Maranhao,85312.461,4356.9
2116,2012,2507.190415,Centro Novo do Maranhao,2103174,7.027005176,Maranhao,94072.341,4716.11
2117,2013,2519.213992,Centro Novo do Maranhao,2103174,12.02357773,Maranhao,98971.011,4855.8
2118,2014,2534.153452,Centro Novo do Maranhao,2103174,14.93945915,Maranhao,111448.616,5382.17
2119,2015,2537.686229,Centro Novo do Maranhao,2103174,3.532777112,Maranhao,117380.901,5586.11
2120,2016,2542.455898,Centro Novo do Maranhao,2103174,4.769669798,Maranhao,141449.79,6640.84
2121,2017,2549.075154,Centro Novo do Maranhao,2103174,6.619255968,Maranhao,140870.06,6532.35
2122,2018,2555.957858,Centro Novo do Maranhao,2103174,6.882703775,Maranhao,146350.917,6839.15
2123,2019,2560.840725,Centro Novo do Maranhao,2103174,4.882866496,Maranhao,137811.4,6373.67
2124,2020,2570.376895,Centro Novo do Maranhao,2103174,9.536170121,Maranhao,155374.938,7114.24
2125,2021,2574.902096,Centro Novo do Maranhao,2103174,4.525201539,Maranhao,170964.6284,7643.527308
2126,2022,2575.922103,Centro Novo do Maranhao,2103174,1.020006725,Maranhao,180018.167,7979.396813
2128,2008,733.2515538,Centro do Guilherme,2103158,1.113732549,Maranhao,24583.093,3359.26
2129,2009,744.5352724,Centro do Guilherme,2103158,11.2837186,Maranhao,25068.522,3373.05
2130,2010,745.4856279,Centro do Guilherme,2103158,0.9503555,Maranhao,34139.121,2727.42
2131,2011,750.548618,Centro do Guilherme,2103158,5.062990082,Maranhao,42290.884,3635.74
2132,2012,750.9636332,Centro do Guilherme,2103158,0.415015217,Maranhao,49247.695,4111.17
2133,2013,751.3158792,Centro do Guilherme,2103158,0.352245918,Maranhao,55391.245,4468.84
2134,2014,754.4062981,Centro do Guilherme,2103158,3.090418941,Maranhao,61620.226,4847.02
2135,2015,754.9214872,Centro do Guilherme,2103158,0.515189092,Maranhao,62215.544,4780.3
2136,2016,756.1305531,Centro do Guilherme,2103158,1.209065936,Maranhao,70007.636,5265.71
2137,2017,756.4055234,Centro do Guilherme,2103158,0.27497029,Maranhao,71079.445,5243.78
2138,2018,757.0913186,Centro do Guilherme,2103158,0.685795179,Maranhao,80629.79,6088.48
2139,2019,757.6430968,Centro do Guilherme,2103158,0.55177817,Maranhao,86071.231,6395.54
2140,2020,758.3922312,Centro do Guilherme,2103158,0.749134437,Maranhao,85835.771,6279.13
2141,2021,758.3922312,Centro do Guilherme,2103158,0,Maranhao,95752.40612,6718.132692
2142,2022,758.3922312,Centro do Guilherme,2103158,0,Maranhao,101209.5608,7012.201758
2144,2008,1267.581525,Cidelandia,2103257,9.847561089,Maranhao,61426.129,4807.18
2145,2009,1273.508085,Cidelandia,2103257,5.926559466,Maranhao,62414.033,4851.08
2146,2010,1275.217447,Cidelandia,2103257,1.709362532,Maranhao,68517.294,5040.63
2147,2011,1277.563297,Cidelandia,2103257,2.34584994,Maranhao,74778.555,5408.94
2148,2012,1278.899031,Cidelandia,2103257,1.335733724,Maranhao,92215.379,6604.27
2149,2013,1279.832595,Cidelandia,2103257,0.933564307,Maranhao,98141.31,6948.06
2150,2014,1281.755636,Cidelandia,2103257,1.92304012,Maranhao,127598.056,8961.8
2151,2015,1283.329451,Cidelandia,2103257,1.573815097,Maranhao,129559.023,9031.02
2152,2016,1284.075624,Cidelandia,2103257,0.746173083,Maranhao,134004.366,9276.23
2153,2017,1284.730744,Cidelandia,2103257,0.655120518,Maranhao,128191.249,8817.06
2154,2018,1287.459578,Cidelandia,2103257,2.728833747,Maranhao,130210.351,8908.14
2155,2019,1289.536531,Cidelandia,2103257,2.076952885,Maranhao,144682.362,9844.35
2156,2020,1291.780086,Cidelandia,2103257,2.243555213,Maranhao,175253.405,11859.88
2157,2021,1296.600973,Cidelandia,2103257,4.820887329,Maranhao,171934.397,11581.58115
2158,2022,1300.022493,Cidelandia,2103257,3.421519112,Maranhao,180815.2283,12133.25055
2160,2008,527.6495239,Conceicao do Lago-Acu,2103554,0,Maranhao,41776.018,2874.17
2161,2009,527.6495239,Conceicao do Lago-Acu,2103554,0,Maranhao,48099.515,3226.21
2162,2010,527.6495239,Conceicao do Lago-Acu,2103554,0,Maranhao,52305.364,3625.27
2163,2011,527.6495239,Conceicao do Lago-Acu,2103554,0,Maranhao,62918.274,4274.92
2164,2012,527.6495239,Conceicao do Lago-Acu,2103554,0,Maranhao,68836.831,4592.49
2165,2013,527.6495239,Conceicao do Lago-Acu,2103554,0,Maranhao,81130.608,5298.15
2166,2014,527.6495239,Conceicao do Lago-Acu,2103554,0,Maranhao,88723.627,5704.23
2167,2015,527.6495239,Conceicao do Lago-Acu,2103554,0,Maranhao,95176.421,6030.69
2168,2016,527.6495239,Conceicao do Lago-Acu,2103554,0,Maranhao,108033.08,6754.18
2169,2017,527.6495239,Conceicao do Lago-Acu,2103554,0,Maranhao,97202.417,6003.11
2170,2018,527.6495239,Conceicao do Lago-Acu,2103554,0,Maranhao,109202.952,6794.61
2171,2019,527.6495239,Conceicao do Lago-Acu,2103554,0,Maranhao,122808.833,7563.52
2172,2020,527.6495239,Conceicao do Lago-Acu,2103554,0,Maranhao,133597.771,8146.21
2173,2021,527.6495239,Conceicao do Lago-Acu,2103554,0,Maranhao,137191.6008,8385.083077
2174,2022,527.6495239,Conceicao do Lago-Acu,2103554,0,Maranhao,144594.6679,8803.965714
2176,2008,578.9989492,Cururupu,2103703,0,Maranhao,87613.89,2502.61
2177,2009,578.9989492,Cururupu,2103703,0,Maranhao,105114.27,2994.03
2178,2010,578.9989492,Cururupu,2103703,0,Maranhao,109155.951,3348.96
2179,2011,578.9989492,Cururupu,2103703,0,Maranhao,123850.381,3802.82
2180,2012,578.9989492,Cururupu,2103703,0,Maranhao,137037.337,4218.22
2181,2013,578.9989492,Cururupu,2103703,0,Maranhao,157226.394,5047.56
2182,2014,578.9989492,Cururupu,2103703,0,Maranhao,179723.332,5792.48
2183,2015,578.9989492,Cururupu,2103703,0,Maranhao,183720.865,5943.16
2184,2016,578.9989492,Cururupu,2103703,0,Maranhao,202342.329,6568.49
2185,2017,578.9989492,Cururupu,2103703,0,Maranhao,215856.991,7029.8
2186,2018,578.9989492,Cururupu,2103703,0,Maranhao,233826.494,7136.47
2187,2019,578.9989492,Cururupu,2103703,0,Maranhao,230005.044,7034.87
2188,2020,578.9989492,Cururupu,2103703,0,Maranhao,230586.627,7067.57
2189,2021,578.9989492,Cururupu,2103703,0,Maranhao,261777.56,8269.044615
2190,2022,578.9989492,Cururupu,2103703,0,Maranhao,275041.8278,8697.731868
2192,2008,290.954807,Godofredo Viana,2104305,0,Maranhao,25042.586,2313.83
2193,2009,295.1235096,Godofredo Viana,2104305,4.168702615,Maranhao,39515.343,3525.95
2194,2010,296.5777057,Godofredo Viana,2104305,1.454196139,Maranhao,45674.578,4294.74
2195,2011,297.2665449,Godofredo Viana,2104305,0.688839158,Maranhao,138965.359,13205.87
2196,2012,297.6627342,Godofredo Viana,2104305,0.396189377,Maranhao,244590.821,22727.26
2197,2013,298.3768662,Godofredo Viana,2104305,0.714131932,Maranhao,132739.29,12016.96
2198,2014,299.5251186,Godofredo Viana,2104305,1.148252449,Maranhao,147846.883,13127.94
2199,2015,300.8409688,Godofredo Viana,2104305,1.315850158,Maranhao,122213.101,10660.6
2200,2016,301.1389359,Godofredo Viana,2104305,0.29796716,Maranhao,68685.405,5893.72
2201,2017,303.6321841,Godofredo Viana,2104305,2.493248197,Maranhao,75765.793,6404.55
2202,2018,303.8276692,Godofredo Viana,2104305,0.195485097,Maranhao,114843.281,9839.21
2203,2019,305.0490297,Godofredo Viana,2104305,1.221360437,Maranhao,415680.83,35170.56
2204,2020,306.729817,Godofredo Viana,2104305,1.680787298,Maranhao,1324433.609,110710.83
2205,2021,311.4224848,Godofredo Viana,2104305,4.692667786,Maranhao,584381.0163,49043.82962
2206,2022,311.4224848,Godofredo Viana,2104305,0,Maranhao,636039.8771,53304.02484
2208,2008,1117.379028,Governador Newton Bello,2104651,0,Maranhao,30565.612,2620.06
2209,2009,1119.03485,Governador Newton Bello,2104651,1.655822708,Maranhao,35514.295,3050.53
2210,2010,1119.1543,Governador Newton Bello,2104651,0.119449659,Maranhao,35208.524,2953.24
2211,2011,1120.606069,Governador Newton Bello,2104651,1.451769345,Maranhao,39643.568,3884.72
2212,2012,1120.606069,Governador Newton Bello,2104651,0,Maranhao,43650.863,4293.81
2213,2013,1120.815909,Governador Newton Bello,2104651,0.209839804,Maranhao,46504.661,4598.5
2214,2014,1121.368091,Governador Newton Bello,2104651,0.552181539,Maranhao,45262.448,4499.25
2215,2015,1121.445034,Governador Newton Bello,2104651,0.07694352,Maranhao,52381.2,5232.36
2216,2016,1121.700476,Governador Newton Bello,2104651,0.255441258,Maranhao,62546.015,6276.57
2217,2017,1121.700476,Governador Newton Bello,2104651,0,Maranhao,60912.132,6139.72
2218,2018,1121.700476,Governador Newton Bello,2104651,0,Maranhao,67248.021,6585.84
2219,2019,1121.700476,Governador Newton Bello,2104651,0,Maranhao,66963.63,6577.96
2220,2020,1121.700476,Governador Newton Bello,2104651,0,Maranhao,74807.153,7369.44
2221,2021,1121.700476,Governador Newton Bello,2104651,0,Maranhao,76182.41108,7699.700385
2222,2022,1121.700476,Governador Newton Bello,2104651,0,Maranhao,79799.58934,8095.45978
2224,2008,1020.087632,Governador Nunes Freire,2104677,0.201255261,Maranhao,79370.707,3217.17
2225,2009,1021.734113,Governador Nunes Freire,2104677,1.646480537,Maranhao,99881.466,4073.47
2226,2010,1022.096,Governador Nunes Freire,2104677,0.361887477,Maranhao,106540.25,4194.17
2227,2011,1022.553856,Governador Nunes Freire,2104677,0.457855692,Maranhao,124712.462,4917.3
2228,2012,1022.553856,Governador Nunes Freire,2104677,0,Maranhao,148441.505,5861.92
2229,2013,1022.553856,Governador Nunes Freire,2104677,0,Maranhao,154639.212,6121.42
2230,2014,1022.607649,Governador Nunes Freire,2104677,0.05379295,Maranhao,166048.959,6592.38
2231,2015,1023.091655,Governador Nunes Freire,2104677,0.484005839,Maranhao,168186.302,6696.11
2232,2016,1023.091655,Governador Nunes Freire,2104677,0,Maranhao,188533.862,7525.7
2233,2017,1023.233177,Governador Nunes Freire,2104677,0.141522394,Maranhao,181560.576,7265.04
2234,2018,1023.233177,Governador Nunes Freire,2104677,0,Maranhao,214644.739,8379.32
2235,2019,1023.233177,Governador Nunes Freire,2104677,0,Maranhao,220001.953,8601.55
2236,2020,1023.32753,Governador Nunes Freire,2104677,0.094352924,Maranhao,226005.59,8849.43
2237,2021,1023.418975,Governador Nunes Freire,2104677,0.09144517,Maranhao,243624.6539,9565.768846
2238,2022,1023.418975,Governador Nunes Freire,2104677,0,Maranhao,255586.7739,10027.96681
2240,2008,4.147088504,Grajau,2104800,0.153506557,Maranhao,239796.386,4294.89
2241,2009,4.147088504,Grajau,2104800,0,Maranhao,284610.638,5025.53
2242,2010,4.220497442,Grajau,2104800,0.073408938,Maranhao,313697.984,5067.57
2243,2011,4.220497442,Grajau,2104800,0,Maranhao,380703.906,6023.51
2244,2012,4.220497442,Grajau,2104800,0,Maranhao,435057.764,6744.04
2245,2013,4.220497442,Grajau,2104800,0,Maranhao,480883.477,7389.34
2246,2014,4.220497442,Grajau,2104800,0,Maranhao,537013.059,8047.31
2247,2015,4.626583878,Grajau,2104800,0.406086436,Maranhao,530213.369,7840.38
2248,2016,4.626583878,Grajau,2104800,0,Maranhao,571180.862,8343.52
2249,2017,4.626583878,Grajau,2104800,0,Maranhao,669769.186,9674.27
2250,2018,4.705718103,Grajau,2104800,0.079134225,Maranhao,750824.734,10901.11
2251,2019,4.706004715,Grajau,2104800,0.000286613,Maranhao,738529.271,10622.19
2252,2020,5.67591517,Grajau,2104800,0.969910455,Maranhao,834599.996,11911.8
2253,2021,5.67591517,Grajau,2104800,0,Maranhao,858055.9622,12130.46615
2254,2022,6.179843604,Grajau,2104800,0.503928434,Maranhao,906274.0597,12743.76945
2256,2008,354.8845698,Guimaraes,2104909,1.188164525,Maranhao,31242.921,2452.16
2257,2009,355.2193174,Guimaraes,2104909,0.334747598,Maranhao,35409.043,2779.36
2258,2010,355.2193174,Guimaraes,2104909,0,Maranhao,35762.387,2954.35
2259,2011,355.2193174,Guimaraes,2104909,0,Maranhao,43798.976,3638.09
2260,2012,355.2193174,Guimaraes,2104909,0,Maranhao,49134.537,4095.57
2261,2013,355.2193174,Guimaraes,2104909,0,Maranhao,56401.616,4724.15
2262,2014,355.2193174,Guimaraes,2104909,0,Maranhao,61284.181,5158.17
2263,2015,355.2193174,Guimaraes,2104909,0,Maranhao,62825.883,5312.07
2264,2016,355.2193174,Guimaraes,2104909,0,Maranhao,71858.15,6102.08
2265,2017,355.2193174,Guimaraes,2104909,0,Maranhao,81859.603,6979.84
2266,2018,355.2193174,Guimaraes,2104909,0,Maranhao,84478.12,7003.08
2267,2019,355.2193174,Guimaraes,2104909,0,Maranhao,82499.567,6857.82
2268,2020,355.2193174,Guimaraes,2104909,0,Maranhao,86849.426,7239.26
2269,2021,355.2193174,Guimaraes,2104909,0,Maranhao,96031.41446,8097.231154
2270,2022,355.2193174,Guimaraes,2104909,0,Maranhao,101141.3483,8536.44
2272,2008,0,Humberto de Campos,2105005,0,Maranhao,54225.791,2165.83
2273,2009,0,Humberto de Campos,2105005,0,Maranhao,68575.337,2699.5
2274,2010,0,Humberto de Campos,2105005,0,Maranhao,68846.589,2628.03
2275,2011,0,Humberto de Campos,2105005,0,Maranhao,83571.685,3145.7
2276,2012,0,Humberto de Campos,2105005,0,Maranhao,97679.457,3626.76
2277,2013,0,Humberto de Campos,2105005,0,Maranhao,103935.696,3798.26
2278,2014,0,Humberto de Campos,2105005,0,Maranhao,116471.25,4207.93
2279,2015,0,Humberto de Campos,2105005,0,Maranhao,119232.804,4261.97
2280,2016,0,Humberto de Campos,2105005,0,Maranhao,137046.679,4850.87
2281,2017,0,Humberto de Campos,2105005,0,Maranhao,144749.206,5077.32
2282,2018,0,Humberto de Campos,2105005,0,Maranhao,161007.364,5649.78
2283,2019,0,Humberto de Campos,2105005,0,Maranhao,161364.055,5619.11
2284,2020,0,Humberto de Campos,2105005,0,Maranhao,168719.367,5831.58
2285,2021,0,Humberto de Campos,2105005,0,Maranhao,183383.1854,6327.37
2286,2022,0,Humberto de Campos,2105005,0,Maranhao,193257.4286,6642.67956
2288,2008,13.65284057,Icatu,2105104,4.669690063,Maranhao,52938.352,2100.89
2289,2009,13.65284057,Icatu,2105104,0,Maranhao,58396.74,2284.96
2290,2010,14.91889834,Icatu,2105104,1.266057768,Maranhao,64493.838,2564.67
2291,2011,15.23989838,Icatu,2105104,0.321000046,Maranhao,78925.374,3104.12
2292,2012,15.43192938,Icatu,2105104,0.192031001,Maranhao,82947.989,3227.8
2293,2013,16.16328088,Icatu,2105104,0.731351499,Maranhao,94255.15,3623.25
2294,2014,16.56098313,Icatu,2105104,0.397702249,Maranhao,110439.708,4208.83
2295,2015,16.56098313,Icatu,2105104,0,Maranhao,118201.58,4468.53
2296,2016,16.63782997,Icatu,2105104,0.076846839,Maranhao,134071.332,5030.63
2297,2017,16.63782997,Icatu,2105104,0,Maranhao,133764.843,4984.72
2298,2018,17.02495464,Icatu,2105104,0.387124675,Maranhao,155840.354,5781.93
2299,2019,17.02495464,Icatu,2105104,0,Maranhao,161612.355,5960.7
2300,2020,17.09323401,Icatu,2105104,0.068279367,Maranhao,172388.172,6321.76
2301,2021,17.23287084,Icatu,2105104,0.139636824,Maranhao,181747.1598,6691.972308
2302,2022,17.23287084,Icatu,2105104,0,Maranhao,192125.5916,7058.267363
2304,2008,190.835057,Igarape do Meio,2105153,0.817538597,Maranhao,125707.927,10412.32
2305,2009,191.0898273,Igarape do Meio,2105153,0.254770225,Maranhao,69835.466,5681.84
2306,2010,191.0898273,Igarape do Meio,2105153,0,Maranhao,81142.117,6469.12
2307,2011,191.0898273,Igarape do Meio,2105153,0,Maranhao,110557.345,8633.25
2308,2012,191.375112,Igarape do Meio,2105153,0.285284704,Maranhao,133508.295,10228.95
2309,2013,191.8922833,Igarape do Meio,2105153,0.517171351,Maranhao,164830.657,12349.64
2310,2014,191.9794063,Igarape do Meio,2105153,0.087122975,Maranhao,119678.422,8821.29
2311,2015,191.9794063,Igarape do Meio,2105153,0,Maranhao,122983.17,8928.65
2312,2016,192.0562803,Igarape do Meio,2105153,0.076873995,Maranhao,157525.541,11277.6
2313,2017,192.3093592,Igarape do Meio,2105153,0.25307893,Maranhao,159422.041,11268.96
2314,2018,192.3114239,Igarape do Meio,2105153,0.002064668,Maranhao,186081.273,13266.88
2315,2019,192.4888201,Igarape do Meio,2105153,0.17739626,Maranhao,197734.437,13947.55
2316,2020,192.8023546,Igarape do Meio,2105153,0.313534442,Maranhao,231504.709,16162.02
2317,2021,193.0073178,Igarape do Meio,2105153,0.204963233,Maranhao,214147.5409,14788.36038
2318,2022,193.0073178,Igarape do Meio,2105153,0,Maranhao,224294.8665,15390.56495
2320,2008,356.6951436,Imperatriz,2105302,2.872303456,Maranhao,2284947.65,9669.24
2321,2009,358.8756766,Imperatriz,2105302,2.180533027,Maranhao,2532274.301,10698.65
2322,2010,359.0622146,Imperatriz,2105302,0.186538043,Maranhao,2936193.677,11860.87
2323,2011,359.6185744,Imperatriz,2105302,0.556359779,Maranhao,3262096.085,13111
2324,2012,360.4216531,Imperatriz,2105302,0.8030787,Maranhao,4393312.025,17568.82
2325,2013,360.5245431,Imperatriz,2105302,0.102890002,Maranhao,5071532.464,20167.71
2326,2014,360.9370317,Imperatriz,2105302,0.412488592,Maranhao,5741926.479,22756.53
2327,2015,361.2184791,Imperatriz,2105302,0.281447384,Maranhao,6010805.995,23746.58
2328,2016,361.3749937,Imperatriz,2105302,0.156514611,Maranhao,6977203.509,27483.05
2329,2017,361.4445723,Imperatriz,2105302,0.069578605,Maranhao,6609422.241,25963.19
2330,2018,362.7196123,Imperatriz,2105302,1.27504001,Maranhao,7141379.487,27678.05
2331,2019,363.0044843,Imperatriz,2105302,0.284872009,Maranhao,7450112.807,28800.28
2332,2020,363.0044843,Imperatriz,2105302,0,Maranhao,7230564.314,27880.96
2333,2021,363.250958,Imperatriz,2105302,0.246473669,Maranhao,8558315.877,33068.49808
2334,2022,364.6456409,Imperatriz,2105302,1.39468295,Maranhao,9037616.265,34854.2733
2336,2008,164.9171884,Itaipava do Grajau,2105351,1.620513717,Maranhao,37647.833,2760.91
2337,2009,166.7814773,Itaipava do Grajau,2105351,1.864288882,Maranhao,48583.805,3479.22
2338,2010,169.4501096,Itaipava do Grajau,2105351,2.66863228,Maranhao,51697.972,3624.37
2339,2011,169.5153667,Itaipava do Grajau,2105351,0.065257049,Maranhao,50515.906,4094.67
2340,2012,170.1848999,Itaipava do Grajau,2105351,0.669533297,Maranhao,48719.587,3718.2
2341,2013,170.3589927,Itaipava do Grajau,2105351,0.174092747,Maranhao,70735.974,5022.43
2342,2014,171.0553174,Itaipava do Grajau,2105351,0.696324704,Maranhao,70905.94,4608.17
2343,2015,171.1250951,Itaipava do Grajau,2105351,0.069777652,Maranhao,64866.462,4155.71
2344,2016,171.1250951,Itaipava do Grajau,2105351,0,Maranhao,76743.194,4851.94
2345,2017,171.3950685,Itaipava do Grajau,2105351,0.269973486,Maranhao,78569.262,4907.82
2346,2018,171.3950685,Itaipava do Grajau,2105351,0,Maranhao,84230.419,5298.51
2347,2019,171.4900708,Itaipava do Grajau,2105351,0.095002265,Maranhao,88325.833,5500.77
2348,2020,171.7340315,Itaipava do Grajau,2105351,0.243960689,Maranhao,88913.338,5555.35
2349,2021,171.8569174,Itaipava do Grajau,2105351,0.122885946,Maranhao,95833.91454,5867.973077
2350,2022,171.9404991,Itaipava do Grajau,2105351,0.083581693,Maranhao,100068.9185,6073.528901
2352,2008,158.6696173,Itapecuru Mirim,2105401,13.86617367,Maranhao,220396.344,3918.78
2353,2009,159.1594905,Itapecuru Mirim,2105401,0.489873255,Maranhao,243907.955,4293.4
2354,2010,163.3533791,Itapecuru Mirim,2105401,4.193888584,Maranhao,286118.211,4605.67
2355,2011,164.8010362,Itapecuru Mirim,2105401,1.447657068,Maranhao,327850.224,5201.99
2356,2012,165.1095527,Itapecuru Mirim,2105401,0.308516525,Maranhao,370356.173,5795.24
2357,2013,166.3373058,Itapecuru Mirim,2105401,1.227753046,Maranhao,394836.077,6078.98
2358,2014,166.7725315,Itapecuru Mirim,2105401,0.435225752,Maranhao,463973.887,7060.61
2359,2015,166.986655,Itapecuru Mirim,2105401,0.214123517,Maranhao,482127.934,7257.36
2360,2016,167.3114154,Itapecuru Mirim,2105401,0.324760374,Maranhao,551510.325,8218.74
2361,2017,167.8285804,Itapecuru Mirim,2105401,0.51716499,Maranhao,594080.577,8771.82
2362,2018,168.1373719,Itapecuru Mirim,2105401,0.308791468,Maranhao,562977.972,8319.09
2363,2019,168.5868446,Itapecuru Mirim,2105401,0.449472785,Maranhao,552350.807,8098.63
2364,2020,169.3504505,Itapecuru Mirim,2105401,0.763605895,Maranhao,652800.567,9499.01
2365,2021,169.8097269,Itapecuru Mirim,2105401,0.459276336,Maranhao,688420.9218,9935.950769
2366,2022,169.8097269,Itapecuru Mirim,2105401,0,Maranhao,724093.2837,10398.01714
2368,2008,2563.174786,Itinga do Maranhao,2105427,74.83462769,Maranhao,149755.098,5789.65
2369,2009,2601.105527,Itinga do Maranhao,2105427,37.93074138,Maranhao,135448.975,5184.65
2370,2010,2612.516958,Itinga do Maranhao,2105427,11.411431,Maranhao,136048.85,5465.78
2371,2011,2616.900639,Itinga do Maranhao,2105427,4.383680915,Maranhao,148964.833,5959.31
2372,2012,2623.045818,Itinga do Maranhao,2105427,6.145179189,Maranhao,158235.237,6297.92
2373,2013,2643.305505,Itinga do Maranhao,2105427,20.25968643,Maranhao,193587.446,7661.06
2374,2014,2643.580921,Itinga do Maranhao,2105427,0.275416578,Maranhao,220161.337,8682.47
2375,2015,2650.186339,Itinga do Maranhao,2105427,6.605418363,Maranhao,230848.465,9074.23
2376,2016,2668.369229,Itinga do Maranhao,2105427,18.18288956,Maranhao,270001.465,10580.82
2377,2017,2674.323291,Itinga do Maranhao,2105427,5.954061773,Maranhao,283492.91,11078.7
2378,2018,2683.201783,Itinga do Maranhao,2105427,8.878492478,Maranhao,316903.497,12220.56
2379,2019,2699.720807,Itinga do Maranhao,2105427,16.51902371,Maranhao,327256.811,12586.8
2380,2020,2722.719164,Itinga do Maranhao,2105427,22.99835696,Maranhao,407084.387,15616.25
2381,2021,2744.592988,Itinga do Maranhao,2105427,21.87382399,Maranhao,378707.3012,14643.19269
2382,2022,2771.363793,Itinga do Maranhao,2105427,26.77080478,Maranhao,400085.3847,15458.17407
2384,2008,819.2497846,Joao Lisboa,2105500,4.552290819,Maranhao,83636.682,4083.42
2385,2009,820.7725197,Joao Lisboa,2105500,1.522735148,Maranhao,87268.575,4278.92
2386,2010,821.1919559,Joao Lisboa,2105500,0.419436214,Maranhao,105512.447,5177
2387,2011,821.9952499,Joao Lisboa,2105500,0.803293976,Maranhao,120227.125,5085.53
2388,2012,822.582813,Joao Lisboa,2105500,0.587563077,Maranhao,132905.943,5640.93
2389,2013,822.582813,Joao Lisboa,2105500,0,Maranhao,136927.343,5839.12
2390,2014,822.8454303,Joao Lisboa,2105500,0.262617321,Maranhao,173202.678,7421.49
2391,2015,823.3115323,Joao Lisboa,2105500,0.466101985,Maranhao,179946.846,7745.65
